row_type,session_id,run_id,agent_type,analyze_target,episode,winner,result_for_analyzed,duration_sec,agent_a_final_hp,agent_b_final_hp,attack_count,block_count,dodge_count,move_toward_count,move_back_count,move_side_count,total_action_count,attack_ratio_percent,block_ratio_percent,dodge_ratio_percent,move_toward_ratio_percent,move_back_ratio_percent,move_side_ratio_percent
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",1,"A","loss",12.852,100.000,0.000,0,0,0,2,0,4,6,0.000,0.000,0.000,33.333,0.000,66.667
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",2,"A","loss",12.877,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",3,"A","loss",12.854,100.000,0.000,0,0,0,3,0,5,8,0.000,0.000,0.000,37.500,0.000,62.500
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",4,"A","loss",12.849,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",5,"A","loss",12.828,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",6,"A","loss",12.832,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",7,"A","loss",12.843,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",8,"A","loss",12.762,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",9,"A","loss",12.763,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",10,"A","loss",12.850,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",11,"A","loss",12.772,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",12,"A","loss",12.808,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",13,"A","loss",12.805,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",14,"A","loss",12.782,100.000,0.000,0,0,0,0,0,4,4,0.000,0.000,0.000,0.000,0.000,100.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",15,"A","loss",12.809,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",16,"A","loss",12.897,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",17,"A","loss",12.839,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",18,"A","loss",12.816,100.000,0.000,0,0,0,1,1,5,7,0.000,0.000,0.000,14.286,14.286,71.429
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",19,"A","loss",12.877,100.000,0.000,0,0,0,0,0,4,4,0.000,0.000,0.000,0.000,0.000,100.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",20,"A","loss",12.844,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
"EPISODE","20260609_190258","defender_RL_v1","RL","AgentB",21,"A","loss",12.875,100.000,0.000,0,0,0,1,0,4,5,0.000,0.000,0.000,20.000,0.000,80.000
