row_type,session_id,run_id,agent_type,analyze_target,episode,winner,result_for_analyzed,duration_sec,agent_a_final_hp,agent_b_final_hp,attack_count,block_count,dodge_count,move_toward_count,move_back_count,move_side_count,total_action_count,attack_ratio_percent,block_ratio_percent,dodge_ratio_percent,move_toward_ratio_percent,move_back_ratio_percent,move_side_ratio_percent
"EPISODE","20260609_211044","defender_v2","RL","AgentB",1,"A","loss",12.653,100.000,0.000,0,0,0,32,32,33,97,0.000,0.000,0.000,32.990,32.990,34.021
"EPISODE","20260609_211044","defender_v2","RL","AgentB",2,"A","loss",12.706,100.000,0.000,0,0,0,25,22,25,72,0.000,0.000,0.000,34.722,30.556,34.722
"EPISODE","20260609_211044","defender_v2","RL","AgentB",3,"A","loss",12.646,100.000,0.000,0,0,0,29,27,28,84,0.000,0.000,0.000,34.524,32.143,33.333
"EPISODE","20260609_211044","defender_v2","RL","AgentB",4,"A","loss",12.644,100.000,0.000,0,0,0,27,22,24,73,0.000,0.000,0.000,36.986,30.137,32.877
