row_type,session_id,run_id,agent_type,analyze_target,episode,winner,result_for_analyzed,duration_sec,agent_a_final_hp,agent_b_final_hp,attack_count,block_count,dodge_count,move_toward_count,move_back_count,move_side_count,total_action_count,attack_ratio_percent,block_ratio_percent,dodge_ratio_percent,move_toward_ratio_percent,move_back_ratio_percent,move_side_ratio_percent
"EPISODE","20260609_212028","defender_v2","RL","AgentB",1,"B","win",15.333,0.000,40.000,6,6,3,20,24,13,72,8.333,8.333,4.167,27.778,33.333,18.056
"EPISODE","20260609_212028","defender_v2","RL","AgentB",2,"B","win",14.817,0.000,60.000,6,6,2,11,14,13,52,11.538,11.538,3.846,21.154,26.923,25.000
