row_type,session_id,run_id,agent_type,analyze_target,episode,winner,result_for_analyzed,duration_sec,agent_a_final_hp,agent_b_final_hp,attack_count,block_count,dodge_count,move_toward_count,move_back_count,move_side_count,total_action_count,attack_ratio_percent,block_ratio_percent,dodge_ratio_percent,move_toward_ratio_percent,move_back_ratio_percent,move_side_ratio_percent
"EPISODE","20260609_190131","defender_RL_v1","RL","AgentB",1,"A","loss",12.629,100.000,0.000,0,0,0,55,49,117,221,0.000,0.000,0.000,24.887,22.172,52.941
"EPISODE","20260609_190131","defender_RL_v1","RL","AgentB",2,"A","loss",12.644,100.000,0.000,0,0,0,34,38,139,211,0.000,0.000,0.000,16.114,18.009,65.877
"EPISODE","20260609_190131","defender_RL_v1","RL","AgentB",3,"A","loss",12.661,100.000,0.000,0,0,0,41,47,131,219,0.000,0.000,0.000,18.721,21.461,59.817
