row_type,session_id,run_id,agent_type,analyze_target,episode,winner,result_for_analyzed,duration_sec,agent_a_final_hp,agent_b_final_hp,attack_count,block_count,dodge_count,move_toward_count,move_back_count,move_side_count,total_action_count,attack_ratio_percent,block_ratio_percent,dodge_ratio_percent,move_toward_ratio_percent,move_back_ratio_percent,move_side_ratio_percent
"EPISODE","20260609_192214","defender_RL_v1","RL","AgentA",1,"A","win",12.811,100.000,0.000,5,0,0,2,0,4,11,45.455,0.000,0.000,18.182,0.000,36.364
"EPISODE","20260609_192214","defender_RL_v1","RL","AgentA",2,"A","win",12.820,100.000,0.000,5,0,0,2,0,4,11,45.455,0.000,0.000,18.182,0.000,36.364
"EPISODE","20260609_192214","defender_RL_v1","RL","AgentA",3,"A","win",12.807,100.000,0.000,5,0,0,2,0,4,11,45.455,0.000,0.000,18.182,0.000,36.364
"EPISODE","20260609_192214","defender_RL_v1","RL","AgentA",4,"A","win",12.715,100.000,0.000,5,0,0,2,0,4,11,45.455,0.000,0.000,18.182,0.000,36.364
"EPISODE","20260609_192214","defender_RL_v1","RL","AgentA",5,"A","win",12.724,100.000,0.000,5,0,0,3,0,5,13,38.462,0.000,0.000,23.077,0.000,38.462
"EPISODE","20260609_192214","defender_RL_v1","RL","AgentA",6,"A","win",12.839,100.000,0.000,5,0,0,2,0,4,11,45.455,0.000,0.000,18.182,0.000,36.364
"EPISODE","20260609_192214","defender_RL_v1","RL","AgentA",7,"A","win",12.904,100.000,0.000,5,0,0,3,1,5,14,35.714,0.000,0.000,21.429,7.143,35.714
